LV ActivePower (kW);;abs;abs^2;;MAPE;mse;RMSE
0.636128094;0.668561569;0.032433474;0.00105193;;;;
0.614494551;0.635610956;0.021116405;0.000445903;;;;
0.601940552;0.638367576;0.036427025;0.001326928;;;;
0.627447578;0.640334285;0.012886707;0.000166067;;;;
0.632622357;0.677977837;0.04535548;0.00205712;;;;
0.702345323;0.685626816;0.016718507;0.000279508;;;;
0.748284406;0.77288824;0.024603835;0.000605349;;;;
0.502492691;0.530577304;0.028084613;0.000788745;;;;
0.54598306;0.516549342;0.029433718;0.000866344;;;;
0.632583828;0.611802206;0.020781622;0.000431876;;;;
0.721636359;0.807321305;0.085684946;0.00734191;;;;
0.520896222;0.512003873;0.008892349;7.90739E-05;;;;
0.634679796;0.663978536;0.029298741;0.000858416;;;;
0.628420266;0.646493325;0.018073059;0.000326635;;;;
0.603549735;0.636341117;0.032791382;0.001075275;;;;
0.732590858;0.733235662;0.000644804;4.15773E-07;;;;
0.860361358;0.880403295;0.020041937;0.000401679;;;;
0.83143574;0.918951055;0.087515315;0.00765893;;;;
0.791862157;0.883778778;0.091916621;0.008448665;;;;
0.796240367;0.710041161;0.086199206;0.007430303;;;;
0.922225362;0.936582859;0.014357497;0.000206138;;;;
0.873445612;0.932902632;0.05945702;0.003535137;;;;
0.888340426;0.910603331;0.022262905;0.000495637;;;;
0.859902675;0.931880095;0.071977419;0.005180749;;;;
0.781016404;0.816183841;0.035167437;0.001236749;;;;
0.906258324;0.954315714;0.04805739;0.002309513;;;;
0.688143883;0.757362365;0.069218482;0.004791198;;;;
0.694452776;0.749480271;0.055027495;0.003028025;;;;
0.762737058;0.794797142;0.032060084;0.001027849;;;;
0.783379361;0.877414064;0.094034703;0.008842525;;;;
0.681894104;0.713815696;0.031921591;0.001018988;;;;
0.844073499;0.890296979;0.04622348;0.00213661;;;;
0.74826829;0.797311575;0.049043285;0.002405244;;;;
0.838749483;0.903874896;0.065125413;0.004241319;;;;
0.710503845;0.79068667;0.080182825;0.006429285;;;;
0.822586621;0.870355851;0.047769231;0.002281899;;;;
0.817087365;0.892309862;0.075222497;0.005658424;;;;
0.736223827;0.770545786;0.03432196;0.001177997;;;;
0.763531121;0.825555258;0.062024137;0.003846994;;;;
0.571032452;0.603395726;0.032363274;0.001047381;;;;
0.675749415;0.715728153;0.039978738;0.0015983;;;;
0.544090433;0.557450423;0.01335999;0.000178489;;;;
0.622480271;0.680613134;0.058132863;0.00337943;;;;
0.66902118;0.777024148;0.108002968;0.011664641;;;;
0.500631686;0.513722982;0.013091296;0.000171382;;;;
0.31234706;0.332177941;0.019830881;0.000393264;;;;
0.573410441;0.631146845;0.057736404;0.003333492;;;;
0.529460239;0.55381543;0.024355191;0.000593175;;;;
0.599775586;0.633815043;0.034039457;0.001158685;;;;
0.59089261;0.630516722;0.039624112;0.00157007;;;;
0.674592008;0.712139638;0.03754763;0.001409825;;;;
0.83048059;0.916829827;0.086349237;0.007456191;;;;
0.832372675;0.885999996;0.05362732;0.002875889;;;;
0.848212076;0.93127245;0.083060374;0.006899026;;;;
0.599806395;0.636775806;0.036969411;0.001366737;;;;
0.529067507;0.511644906;0.017422601;0.000303547;;;;
0.390162224;0.37805283;0.012109393;0.000146637;;;;
0.536342959;0.558796964;0.022454006;0.000504182;;;;
0.310920903;0.270440944;0.040479959;0.001638627;;;;
0.450577286;0.440126386;0.010450899;0.000109221;;;;
0.427818803;0.393374699;0.034444105;0.001186396;;;;
0.607489779;0.632530101;0.025040322;0.000627018;;;;
0.695140055;0.78666239;0.091522334;0.008376338;;;;
0.588076997;0.569223541;0.018853456;0.000355453;;;;
0.419590944;0.394717688;0.024873256;0.000618679;;;;
0.401306384;0.389725986;0.011580399;0.000134106;;;;
0.413013031;0.373608805;0.039404227;0.001552693;;;;
0.33980024;0.298493379;0.041306861;0.001706257;;;;
0.410157739;0.40645871;0.003699029;1.36828E-05;;;;
0.499658457;0.543996689;0.044338232;0.001965879;;;;
0.552926788;0.551913911;0.001012877;1.02592E-06;;;;
0.809030615;0.863044348;0.054013733;0.002917483;;;;
0.598491761;0.584709978;0.013781782;0.000189938;;;;
0.668507515;0.690006589;0.021499075;0.00046221;;;;
0.82777142;0.91699726;0.08922584;0.00796125;;;;
0.84108698;0.927174732;0.086087752;0.007411101;;;;
0.835461237;0.920078062;0.084616824;0.007160007;;;;
0.841856598;0.920149045;0.078292448;0.006129707;;;;
0.856567234;0.950128578;0.093561344;0.008753725;;;;
0.687673825;0.805762221;0.118088396;0.013944869;;;;
0.387567047;0.35901036;0.028556687;0.000815484;;;;
0.556558674;0.631134802;0.074576128;0.005561599;;;;
0.410390161;0.412134051;0.00174389;3.04115E-06;;;;
0.429235785;0.414984727;0.014251058;0.000203093;;;;
0.773074156;0.848705775;0.07563162;0.005720142;;;;
0.783093141;0.805989523;0.022896382;0.000524244;;;;
0.618800648;0.603052547;0.015748101;0.000248003;;;;
0.601949422;0.614827289;0.012877867;0.000165839;;;;
0.611975924;0.655488857;0.043512933;0.001893375;;;;
0.460336933;0.421988915;0.038348018;0.00147057;;;;
0.680233324;0.693226011;0.012992686;0.00016881;;;;
0.554812204;0.545097108;0.009715096;9.43831E-05;;;;
0.741993864;0.843997135;0.102003271;0.010404667;;;;
0.591488411;0.615556471;0.024068061;0.000579272;;;;
0.529946989;0.521514249;0.00843274;7.11111E-05;;;;
0.513595547;0.502666009;0.010929538;0.000119455;;;;
0.614584676;0.620585808;0.006001132;3.60136E-05;;;;
0.591521116;0.667661183;0.076140067;0.00579731;;;;
0.658770619;0.744220927;0.085450308;0.007301755;;;;
0.350280177;0.327922991;0.022357186;0.000499844;;;;
0.32772666;0.3212911;0.00643556;4.14164E-05;;;;
0.334130078;0.338841087;0.004711008;2.21936E-05;;;;
0.452614986;0.439215694;0.013399292;0.000179541;;;;
0.636248758;0.739118248;0.10286949;0.010582132;;;;
0.635377571;0.70129758;0.065920009;0.004345448;;;;
0.565140431;0.594988096;0.029847665;0.000890883;;;;
0.486416975;0.523953968;0.037536993;0.001409026;;;;
0.63997605;0.729016841;0.089040792;0.007928263;;;;
0.551980204;0.567874811;0.015894607;0.000252639;;;;
0.450788074;0.444564235;0.006223839;3.87362E-05;;;;
0.334138136;0.345750554;0.011612417;0.000134848;;;;
0.438300941;0.446116493;0.007815552;6.10829E-05;;;;
0.544516715;0.615687795;0.07117108;0.005065323;;;;
0.394124985;0.427641565;0.033516579;0.001123361;;;;
0.287104348;0.308177722;0.021073374;0.000444087;;;;
0.155829329;0.176619424;0.020790096;0.000432228;;;;
0.085800481;0.096054307;0.010253827;0.000105141;;;;
0.079501229;0.093209529;0.013708299;0.000187917;;;;
0.1364303;0.152786446;0.016356145;0.000267523;;;;
0.201153381;0.225132179;0.023978799;0.000574983;;;;
0.35459765;0.375940225;0.021342576;0.000455506;;;;
0.224517042;0.235390086;0.010873045;0.000118223;;;;
0.384421641;0.380359905;0.004061736;1.64977E-05;;;;
0.236169942;0.22984255;0.006327392;4.00359E-05;;;;
0.245757143;0.265079908;0.019322765;0.000373369;;;;
0.228405912;0.215986609;0.012419303;0.000154239;;;;
0.202454304;0.199202776;0.003251528;1.05724E-05;;;;
0.243972483;0.245623878;0.001651395;2.72711E-06;;;;
0.186373068;0.203133526;0.016760458;0.000280913;;;;
0.203306226;0.206168667;0.002862441;8.19357E-06;;;;
0.397402702;0.376150713;0.021251989;0.000451647;;;;
0.546058796;0.613156849;0.067098053;0.004502149;;;;
0.496424279;0.503661777;0.007237498;5.23814E-05;;;;
0.330381998;0.326182697;0.004199301;1.76341E-05;;;;
0.390389365;0.389696815;0.00069255;4.79625E-07;;;;
0.614884235;0.690820052;0.075935817;0.005766248;;;;
0.5213913;0.555448669;0.034057369;0.001159904;;;;
0.47006858;0.467132721;0.002935859;8.61927E-06;;;;
0.458205247;0.494051527;0.035846279;0.001284956;;;;
0.414630002;0.417123353;0.002493351;6.2168E-06;;;;
0.313237883;0.310802295;0.002435589;5.93209E-06;;;;
0.276948415;0.27524855;0.001699865;2.88954E-06;;;;
0.305185873;0.322759717;0.017573844;0.00030884;;;;
0.296633808;0.316320533;0.019686726;0.000387567;;;;
0.286561837;0.290911863;0.004350026;1.89227E-05;;;;
0.284164991;0.297659417;0.013494427;0.0001821;;;;
0.296752236;0.31468073;0.017928494;0.000321431;;;;
0.244621506;0.263897363;0.019275857;0.000371559;;;;
0.394226215;0.434174082;0.039947867;0.001595832;;;;
0.304006054;0.330887845;0.026881792;0.000722631;;;;
0.307132602;0.338233381;0.031100779;0.000967258;;;;
0.302747417;0.340560852;0.037813435;0.001429856;;;;
0.254381356;0.252741986;0.001639369;2.68753E-06;;;;
0.238603387;0.250883348;0.012279961;0.000150797;;;;
0.227120309;0.229619182;0.002498873;6.24437E-06;;;;
0.37274604;0.404013002;0.031266962;0.000977623;;;;
0.234340998;0.229643108;0.004697891;2.20702E-05;;;;
0.130476907;0.153309059;0.022832152;0.000521307;;;;
0.109801712;0.123354045;0.013552332;0.000183666;;;;
0.1873011;0.206465694;0.019164594;0.000367282;;;;
0.215976233;0.230255976;0.014279743;0.000203911;;;;
0.19132443;0.213800464;0.022476034;0.000505172;;;;
0.198440707;0.223460019;0.025019313;0.000625966;;;;
0.142762765;0.148361414;0.005598649;3.13449E-05;;;;
0.16053046;0.161184814;0.000654354;4.28179E-07;;;;
0.13079672;0.148593872;0.017797152;0.000316739;;;;
0.233152139;0.24545056;0.012298421;0.000151251;;;;
0.186959406;0.195101441;0.008142034;6.62927E-05;;;;
0.203609323;0.206786135;0.003176812;1.00921E-05;;;;
0.139312374;0.157819442;0.018507068;0.000342512;;;;
0.142206711;0.155326823;0.013120112;0.000172137;;;;
0.132820066;0.150280342;0.017460276;0.000304861;;;;
0.142158568;0.15190042;0.009741852;9.49037E-05;;;;
0.175057342;0.181911163;0.006853821;4.69749E-05;;;;
0.389114105;0.432933059;0.043818954;0.001920101;;;;
0.308073939;0.305168369;0.00290557;8.44234E-06;;;;
0.189388078;0.196707497;0.007319419;5.35739E-05;;;;
0.312318214;0.319547608;0.007229393;5.22641E-05;;;;
0.253340973;0.258552358;0.005211385;2.71585E-05;;;;
0.178204068;0.177950806;0.000253263;6.4142E-08;;;;
0.138465682;0.155607848;0.017142167;0.000293854;;;;
0.210413311;0.217060705;0.006647395;4.41879E-05;;;;
0.244961878;0.262094385;0.017132507;0.000293523;;;;
0.182334266;0.184076466;0.001742201;3.03526E-06;;;;
0.195786147;0.205433804;0.009647657;9.30773E-05;;;;
0.125727759;0.147475451;0.021747692;0.000472962;;;;
0.218772227;0.230012128;0.011239901;0.000126335;;;;
0.180255007;0.180900183;0.000645176;4.16253E-07;;;;
0.106921789;0.127011749;0.020089959;0.000403606;;;;
0.17193748;0.177048093;0.005110613;2.61184E-05;;;;
0.216775492;0.227395551;0.010620059;0.000112786;;;;
0.267919773;0.267337502;0.000582272;3.3904E-07;;;;
0.181507718;0.182414044;0.000906326;8.21426E-07;;;;
0.171661992;0.17797729;0.006315297;3.9883E-05;;;;
0.252487544;0.261891876;0.009404332;8.84415E-05;;;;
0.251001021;0.274111058;0.023110037;0.000534074;;;;
0.195332678;0.209724715;0.014392038;0.000207131;;;;
0.191507778;0.205702843;0.014195065;0.0002015;;;;
0.159937046;0.162638437;0.002701391;7.29751E-06;;;;
0.141937715;0.160640303;0.018702587;0.000349787;;;;
0.036906509;0.042084947;0.005178439;2.68162E-05;;;;
0.215055396;0.210615962;0.004439434;1.97086E-05;;;;
0.383832273;0.327915758;0.055916515;0.003126657;;;;
0.199121199;0.188258179;0.01086302;0.000118005;;;;
0.392734919;0.392083506;0.000651413;4.24339E-07;;;;
0.296307366;0.272370605;0.023936761;0.000572969;;;;
0.336145298;0.341605352;0.005460054;2.98122E-05;;;;
0.364367318;0.347412428;0.01695489;0.000287468;;;;
0.404652896;0.38693107;0.017721827;0.000314063;;;;
0.282905829;0.289234253;0.006328424;4.00489E-05;;;;
0.204859259;0.208035142;0.003175883;1.00862E-05;;;;
0.277886078;0.267746308;0.01013977;0.000102815;;;;
0.303311833;0.300468644;0.002843189;8.08372E-06;;;;
0.311381042;0.333188115;0.021807073;0.000475548;;;;
0.177536019;0.182189211;0.004653192;2.16522E-05;;;;
0.213053414;0.217328384;0.00427497;1.82754E-05;;;;
0.154682435;0.136503762;0.018178672;0.000330464;;;;
0.255775044;0.260846389;0.005071344;2.57185E-05;;;;
0.197980534;0.211709874;0.01372934;0.000188495;;;;
0.210768987;0.211049908;0.000280921;7.89166E-08;;;;
0.234086214;0.233349626;0.000736588;5.42561E-07;;;;
0.43824992;0.408605912;0.029644007;0.000878767;;;;
0.360411192;0.372812941;0.012401749;0.000153803;;;;
0.159248192;0.164656652;0.00540846;2.92514E-05;;;;
0.502204271;0.518785166;0.016580896;0.000274926;;;;
0.364426939;0.362860788;0.001566151;2.45283E-06;;;;
0.316162547;0.278189961;0.037972586;0.001441917;;;;
0.822926672;0.89865812;0.075731448;0.005735252;;;;
0.632667318;0.758724145;0.126056827;0.015890324;;;;
0.593358016;0.607048451;0.013690435;0.000187428;;;;
0.811656295;0.87012039;0.058464095;0.00341805;;;;
0.90579375;0.962542883;0.056749134;0.003220464;;;;
0.906736441;0.991705113;0.084968672;0.007219675;;;;
0.681787322;0.650227338;0.031559984;0.000996033;;;;
0.823131908;0.849714122;0.026582214;0.000706614;;;;
0.911597034;0.928186091;0.016589057;0.000275197;;;;
0.773407571;0.834758315;0.061350744;0.003763914;;;;
0.719821398;0.76176074;0.041939342;0.001758908;;;;
0.70180613;0.699154406;0.002651724;7.03164E-06;;;;
0.672344704;0.7167556;0.044410896;0.001972328;;;;
0.855051223;0.901406051;0.046354828;0.00214877;;;;
0.765356374;0.878703102;0.113346728;0.012847481;;;;
0.714339273;0.722925082;0.008585808;7.37161E-05;;;;
0.759853461;0.843835352;0.08398189;0.007052958;;;;
0.672548518;0.722429379;0.049880861;0.0024881;;;;
0.693247428;0.734570782;0.041323353;0.00170762;;;;
0.66850203;0.727657594;0.059155564;0.003499381;;;;
0.716094648;0.767916517;0.05182187;0.002685506;;;;
0.719736216;0.796340392;0.076604176;0.0058682;;;;
0.612825713;0.689000737;0.076175024;0.005802634;;;;
0.622839146;0.619795268;0.003043878;9.26519E-06;;;;
0.560451827;0.569985347;0.009533519;9.0888E-05;;;;
0.505697481;0.501010703;0.004686779;2.19659E-05;;;;
0.438722247;0.459022837;0.02030059;0.000412114;;;;
0.417384369;0.426348706;0.008964337;8.03593E-05;;;;
0.476336676;0.487790982;0.011454306;0.000131201;;;;
0.456595759;0.464112256;0.007516496;5.64977E-05;;;;
0.366056639;0.360185434;0.005871205;3.4471E-05;;;;
0.475872406;0.488371038;0.012498632;0.000156216;;;;
0.379597951;0.407425051;0.0278271;0.000774347;;;;
0.429670939;0.448133609;0.01846267;0.00034087;;;;
0.201497021;0.211141605;0.009644585;9.3018E-05;;;;
0.285070541;0.291371948;0.006301406;3.97077E-05;;;;
0.345461227;0.346878931;0.001417704;2.00989E-06;;;;
0.335014571;0.342258335;0.007243764;5.24721E-05;;;;
0.279785375;0.293331879;0.013546504;0.000183508;;;;
0.300357782;0.327603145;0.027245363;0.00074231;;;;
0.27293536;0.293847555;0.020912195;0.00043732;;;;
0.406343605;0.43774332;0.031399715;0.000985942;;;;
0.281448643;0.296098102;0.014649459;0.000214607;;;;
0.332724777;0.359439816;0.026715039;0.000713693;;;;
0.404669824;0.449365846;0.044696021;0.001997734;;;;
0.353381503;0.381133895;0.027752393;0.000770195;;;;
0.26597621;0.295295115;0.029318906;0.000859598;;;;
0.330945839;0.354979969;0.02403413;0.000577639;;;;
0.373291869;0.387745888;0.014454019;0.000208919;;;;
0.316026649;0.334362006;0.018335357;0.000336185;;;;
0.276736831;0.297070951;0.02033412;0.000413476;;;;
0.196750387;0.22510039;0.028350003;0.000803723;;;;
0.179256724;0.208193521;0.028936797;0.000837338;;;;
0.136555687;0.162625077;0.02606939;0.000679613;;;;
0.153570954;0.174976756;0.021405802;0.000458208;;;;
0.113893085;0.131320711;0.017427626;0.000303722;;;;
0.102719309;0.122419957;0.019700648;0.000388116;;;;
0.105621907;0.127215161;0.021593254;0.000466269;;;;
0.121399664;0.15527066;0.033870996;0.001147244;;;;
0.113845856;0.140327496;0.02648164;0.000701277;;;;
0.113368983;0.14497262;0.031603637;0.00099879;;;;
0.118774305;0.151578692;0.032804386;0.001076128;;;;
0.123256548;0.15084836;0.027591813;0.000761308;;;;
0.13521362;0.171115338;0.035901718;0.001288933;;;;
0.153253434;0.196816136;0.043562702;0.001897709;;;;
0.233848967;0.283827817;0.04997885;0.002497885;;;;
0.335744272;0.396143246;0.060398973;0.003648036;;;;
0.393969653;0.453263766;0.059294112;0.003515792;;;;
0.378012907;0.431297994;0.053285087;0.0028393;;;;
0.305946655;0.359780745;0.05383409;0.002898109;;;;
0.227871916;0.242736004;0.014864088;0.000220941;;;;
0.207949683;0.237020627;0.029070944;0.00084512;;;;
0.249385846;0.292840534;0.043454688;0.00188831;;;;
0.332094917;0.375599609;0.043504692;0.001892658;;;;
0.333509664;0.357050447;0.023540782;0.000554168;;;;
0.363593231;0.399381004;0.035787773;0.001280765;;;;
0.366786341;0.402218248;0.035431907;0.00125542;;;;
0.271274123;0.301082203;0.02980808;0.000888522;;;;
0.27901794;0.312095641;0.0330777;0.001094134;;;;
0.35158286;0.396577123;0.044994263;0.002024484;;;;
0.4679588;0.520302089;0.052343289;0.00273982;;;;
0.49064571;0.564031027;0.073385317;0.005385405;;;;
0.402383349;0.455350569;0.05296722;0.002805526;;;;
0.415311458;0.462032391;0.046720932;0.002182846;;;;
0.473176305;0.525247271;0.052070966;0.002711385;;;;
0.498818384;0.542639955;0.043821571;0.00192033;;;;
0.622248694;0.716029278;0.093780583;0.008794798;;;;
0.535468183;0.598893043;0.06342486;0.004022713;;;;
0.42630198;0.422618936;0.003683044;1.35648E-05;;;;
0.310350969;0.303941336;0.006409633;4.10834E-05;;;;
0.430243683;0.480785657;0.050541974;0.002554491;;;;
0.380186236;0.382381667;0.002195432;4.81992E-06;;;;
0.408529968;0.431927866;0.023397897;0.000547462;;;;
0.43049107;0.457324397;0.026833327;0.000720027;;;;
0.531317079;0.584409078;0.053091998;0.00281876;;;;
0.427954702;0.459501633;0.031546931;0.000995209;;;;
0.474709481;0.520266932;0.045557451;0.002075481;;;;
0.456851204;0.507810726;0.050959522;0.002596873;;;;
0.455536569;0.482982767;0.027446198;0.000753294;;;;
0.386291517;0.388752575;0.002461058;6.05681E-06;;;;
0.462616197;0.502729563;0.040113366;0.001609082;;;;
0.506030016;0.516797587;0.01076757;0.000115941;;;;
0.502852988;0.537103871;0.034250883;0.001173123;;;;
0.592651302;0.64503217;0.052380867;0.002743755;;;;
0.667089754;0.73942395;0.072334196;0.005232236;;;;
0.613515769;0.666200279;0.05268451;0.002775658;;;;
0.743536418;0.838941038;0.09540462;0.009102042;;;;
0.456572195;0.487233519;0.030661324;0.000940117;;;;
0.339099079;0.33391457;0.005184509;2.68791E-05;;;;
0.351812236;0.373395623;0.021583387;0.000465843;;;;
0.423832444;0.438351138;0.014518694;0.000210792;;;;
0.360752598;0.379877205;0.019124608;0.000365751;;;;
0.345046591;0.358340694;0.013294103;0.000176733;;;;
0.235802603;0.245164382;0.00936178;8.76429E-05;;;;
0.165253326;0.180562618;0.015309292;0.000234374;;;;
0.29412879;0.302190211;0.008061421;6.49865E-05;;;;
0.273048389;0.28531782;0.012269431;0.000150539;;;;
0.191722748;0.199183436;0.007460689;5.56619E-05;;;;
0.298004474;0.303137458;0.005132984;2.63475E-05;;;;
0.167608225;0.185697158;0.018088933;0.00032721;;;;
0.200973689;0.21456265;0.01358896;0.00018466;;;;
0.279149133;0.286211255;0.007062121;4.98736E-05;;;;
0.271090978;0.276173115;0.005082137;2.58281E-05;;;;
0.382327638;0.399150172;0.016822534;0.000282998;;;;
0.359543357;0.37836096;0.018817602;0.000354102;;;;
0.270309629;0.271624051;0.001314422;1.7277E-06;;;;
0.180908532;0.182348736;0.001440204;2.07419E-06;;;;
0.324974222;0.356974929;0.032000707;0.001024045;;;;
0.265426453;0.290978036;0.025551583;0.000652883;;;;
0.257568693;0.273822557;0.016253864;0.000264188;;;;
0.200581076;0.21183844;0.011257364;0.000126728;;;;
0.273783186;0.263518057;0.010265129;0.000105373;;;;
0.248793346;0.251124528;0.002331182;5.43441E-06;;;;
0.225662548;0.225663019;4.70723E-07;2.2158E-13;;;;
0.272466164;0.270530557;0.001935607;3.74658E-06;;;;
0.220210911;0.219031137;0.001179774;1.39187E-06;;;;
0.204354701;0.209790718;0.005436017;2.95503E-05;;;;
0.309427102;0.310399503;0.000972401;9.45564E-07;;;;
0.432036739;0.472383773;0.040347034;0.001627883;;;;
0.387049251;0.395422512;0.00837326;7.01115E-05;;;;
0.281899607;0.293484678;0.01158507;0.000134214;;;;
0.256398963;0.262542638;0.006143676;3.77448E-05;;;;
0.257621729;0.266204936;0.008583207;7.36714E-05;;;;
0.275273331;0.265408465;0.009864866;9.73156E-05;;;;
0.236851585;0.244902365;0.00805078;6.48151E-05;;;;
0.280299853;0.271358752;0.008941102;7.99433E-05;;;;
0.36342764;0.356972546;0.006455095;4.16682E-05;;;;
0.35505833;0.374409349;0.019351019;0.000374462;;;;
0.378232024;0.377361745;0.00087028;7.57387E-07;;;;
0.397410184;0.408043239;0.010633055;0.000113062;;;;
0.45479495;0.480008284;0.025213334;0.000635712;;;;
0.461978313;0.496705124;0.034726811;0.001205951;;;;
0.508167559;0.536840632;0.028673074;0.000822145;;;;
0.536436131;0.588889251;0.05245312;0.00275133;;;;
0.537648994;0.578703127;0.041054133;0.001685442;;;;
0.400933628;0.412940937;0.012007309;0.000144175;;;;
0.575701352;0.621980414;0.046279062;0.002141752;;;;
0.484802781;0.523706246;0.038903466;0.00151348;;;;
0.414022893;0.425495865;0.011472972;0.000131629;;;;
0.469562431;0.511474605;0.041912174;0.00175663;;;;
0.365402098;0.369720016;0.004317918;1.86444E-05;;;;
0.250218352;0.25747809;0.007259739;5.27038E-05;;;;
0.234875062;0.240950752;0.006075689;3.6914E-05;;;;
0.188983429;0.189716973;0.000733544;5.38086E-07;;;;
0.277201473;0.285235207;0.008033734;6.45409E-05;;;;
0.346538428;0.366581314;0.020042886;0.000401717;;;;
0.236892906;0.253358406;0.0164655;0.000271113;;;;
0.208594372;0.215546662;0.00695229;4.83343E-05;;;;
0.176455838;0.18758253;0.011126692;0.000123803;;;;
0.233878015;0.246565197;0.012687182;0.000160965;;;;
0.237585282;0.246801193;0.009215911;8.4933E-05;;;;
0.246792752;0.265965208;0.019172457;0.000367583;;;;
0.214315826;0.239614329;0.025298503;0.000640014;;;;
0.167800071;0.196157232;0.028357161;0.000804129;;;;
0.171800278;0.194574565;0.022774288;0.000518668;;;;
0.183488371;0.213805506;0.030317134;0.000919129;;;;
0.243367507;0.269988427;0.026620919;0.000708673;;;;
0.25671418;0.29477088;0.038056699;0.001448312;;;;
0.227324293;0.248135166;0.020810873;0.000433092;;;;
0.164153441;0.187893141;0.0237397;0.000563573;;;;
0.15260409;0.180264957;0.027660868;0.000765124;;;;
0.175131977;0.200212221;0.025080243;0.000629019;;;;
0.176869205;0.203053522;0.026184317;0.000685618;;;;
0.191450138;0.21625618;0.024806042;0.00061534;;;;
0.184348301;0.210542576;0.026194275;0.00068614;;;;
0.149574488;0.172476801;0.022902312;0.000524516;;;;
0.118712789;0.147874543;0.029161754;0.000850408;;;;
0.162589168;0.197179079;0.034589911;0.001196462;;;;
0.163451637;0.188716722;0.025265086;0.000638325;;;;
0.136739128;0.165400265;0.028661137;0.000821461;;;;
0.109247394;0.135729549;0.026482155;0.000701305;;;;
0.12246411;0.147469972;0.025005862;0.000625293;;;;
0.134789775;0.162736076;0.027946301;0.000780996;;;;
0.122621499;0.155653103;0.033031604;0.001091087;;;;
0.079256915;0.105842132;0.026585217;0.000706774;;;;
0.07171747;0.098586335;0.026868865;0.000721936;;;;
0.054913326;0.078759848;0.023846523;0.000568657;;;;
0.047549192;0.070128962;0.02257977;0.000509846;;;;
0.039821731;0.061872104;0.022050373;0.000486219;;;;
0.038417983;0.061567991;0.023150008;0.000535923;;;;
0.02812759;0.048495066;0.020367476;0.000414834;;;;
0.026035899;0.040839094;0.014803194;0.000219135;;;;
0.023256188;0.044491159;0.021234971;0.000450924;;;;
0.02590473;0.045484103;0.019579373;0.000383352;;;;
0.050122611;0.073038297;0.022915685;0.000525129;;;;
0.057058071;0.078979713;0.021921642;0.000480558;;;;
0.040671034;0.060629926;0.019958891;0.000398357;;;;
0.018996499;0.041748105;0.022751605;0.000517636;;;;
0.014244767;0.033931005;0.019686237;0.000387548;;;;
0.006481348;0.014557633;0.008076285;6.52264E-05;;;;
0.043574496;0.069127273;0.025552777;0.000652944;;;;
0.017687175;0.038192232;0.020505057;0.000420457;;;;
0.010069693;0.021698943;0.01162925;0.000135239;;;;
0.012996386;0.029425387;0.016429;0.000269912;;;;
0.01243752;0.030378535;0.017941015;0.00032188;;;;
0.032600879;0.053246568;0.020645689;0.000426244;;;;
0.023834223;0.046404951;0.022570728;0.000509438;;;;
0.045260863;0.070561636;0.025300773;0.000640129;;;;
0.028655831;0.045790451;0.017134621;0.000293595;;;;
0.000299408;0.009690755;0.009391347;8.81974E-05;;;;
0.000298742;0.071330679;0.071031937;0.005045536;;;;
0.021655628;0.081688883;0.060033255;0.003603992;;;;
0.058938586;0.085410693;0.026472107;0.000700772;;;;
0.07988184;0.105257558;0.025375718;0.000643927;;;;
0.082822104;0.109346859;0.026524755;0.000703563;;;;
0.097384179;0.122560953;0.025176774;0.00063387;;;;
0.104920602;0.133368951;0.028448349;0.000809309;;;;
0.097436851;0.121752547;0.024315696;0.000591253;;;;
0.112705699;0.138045391;0.025339692;0.0006421;;;;
0.102089229;0.12876731;0.026678081;0.00071172;;;;
0.105594983;0.131502568;0.025907584;0.000671203;;;;
0.11558481;0.135274671;0.019689861;0.000387691;;;;
0.099262172;0.120353632;0.02109146;0.00044485;;;;
0.112008525;0.142717302;0.030708778;0.000943029;;;;
0.117128676;0.146127982;0.028999306;0.00084096;;;;
0.090395693;0.112665995;0.022270302;0.000495966;;;;
0.1600474;0.186513697;0.026466297;0.000700465;;;;
0.204582349;0.23366105;0.029078701;0.000845571;;;;
0.121539482;0.142368884;0.020829402;0.000433864;;;;
0.178427519;0.216543944;0.038116425;0.001452862;;;;
0.185341607;0.207510076;0.022168469;0.000491441;;;;
0.155936433;0.178077755;0.022141322;0.000490238;;;;
0.182197741;0.203364403;0.021166663;0.000448028;;;;
0.219935;0.237395574;0.017460574;0.000304872;;;;
0.163769207;0.184283371;0.020514164;0.000420831;;;;
0.158577535;0.178325657;0.019748122;0.000389988;;;;
0.143824663;0.164879221;0.021054557;0.000443294;;;;
0.127917914;0.14978924;0.021871326;0.000478355;;;;
0.072156542;0.090582811;0.018426268;0.000339527;;;;
0.076009229;0.098286568;0.022277339;0.00049628;;;;
0.077747108;0.095432142;0.017685034;0.00031276;;;;
0.067274882;0.085356279;0.018081397;0.000326937;;;;
0.086728605;0.111395172;0.024666567;0.00060844;;;;
0.032965677;0.047744094;0.014778417;0.000218402;;;;
0.048492488;0.062508363;0.014015875;0.000196445;;;;
0.063312751;0.077169878;0.013857128;0.00019202;;;;
0.088126365;0.102762523;0.014636158;0.000214217;;;;
0.092069829;0.116392476;0.024322648;0.000591591;;;;
0.057991354;0.0729618;0.014970447;0.000224114;;;;
0.11719704;0.129137394;0.011940354;0.000142572;;;;
0.12363627;0.136931447;0.013295178;0.000176762;;;;
0.130329268;0.145977906;0.015648637;0.00024488;;;;
0.161984514;0.170552155;0.008567641;7.34045E-05;;;;
